#GENE	LENGTH	CDC_B11096	CDC_B11097	CDC_B11098	CDC_B11099	CDC_B11101	CDC_B11102	CDC_B11103	CDC_B11105	CDC_B11112	CDC_B11113	CDC_B11114	CDC_B11115	CDC_B11116	CDC_B11117	CDC_B11118	CDC_B11119	CDC_B11200	CDC_B11201	CDC_B11205	CDC_B11206	CDC_B11207	CDC_B11208	CDC_B11209	CDC_B11210	CDC_B11212	CDC_B11213	CDC_B11214	CDC_B11215	CDC_B11216	CDC_B11217	CDC_B11218	CDC_B11219	CDC_B11220	CDC_B11221	CDC_B11222	CDC_B11223	CDC_B11224	CDC_B11225	CDC_B11226	CDC_B11227	CDC_B11228	CDC_B11229	CDC_B11230	CDC_B11243	CDC_B11244	CDC_B11245	CDC_B11246	CDC_B11247
QG37_05921	1686	150.22	133.88	76.88	75.40	128.16	122.12	118.22	125.99	137.08	116.30	93.94	120.79	120.08	112.27	106.65	122.23	149.76	152.75	135.46	126.98	127.16	132.09	143.33	109.28	138.82	156.05	116.11	142.50	116.66	33.53	79.49	139.70	262.87	125.05	120.59	106.96	114.41	106.22	93.49	121.51	149.09	143.65	105.09	88.14	131.16	119.94	117.72	146.46
QG37_05922	1527	144.12	130.15	79.30	80.46	118.28	123.67	123.50	121.38	137.03	108.90	106.04	109.61	107.14	111.64	112.87	119.93	145.67	154.79	136.56	131.74	121.77	133.03	136.44	111.26	136.30	157.14	101.70	138.62	113.75	34.78	73.80	133.33	256.05	129.11	107.34	86.12	98.83	112.09	94.66	119.40	141.84	127.52	90.07	89.56	116.89	113.08	101.37	143.20
QG37_05923	171	162.19	165.88	81.02	91.75	114.72	99.88	141.47	109.08	138.90	118.62	98.22	112.47	117.49	125.48	113.14	123.67	142.02	153.86	136.53	131.93	113.80	122.33	165.39	111.78	133.91	179.95	125.26	133.47	91.31	33.13	77.49	120.80	278.52	130.98	116.23	94.51	90.47	125.43	106.46	139.46	142.34	155.82	98.22	91.37	130.15	108.33	100.06	159.44
QG37_05924	1605	122.01	126.63	72.56	76.45	112.24	116.54	116.26	125.86	121.24	115.82	98.26	97.07	102.00	107.98	99.80	116.24	146.66	154.74	134.13	125.29	119.08	122.46	134.21	108.86	122.11	140.04	97.34	129.87	111.56	36.70	70.52	125.36	263.30	110.60	104.29	85.04	111.59	110.65	92.91	113.05	142.78	124.80	85.95	92.09	128.86	119.00	100.79	150.03
QG37_05925	141	176.77	147.42	76.46	62.87	138.60	108.96	108.73	134.43	139.60	127.57	108.54	147.39	118.99	87.85	111.45	113.01	182.16	172.60	147.82	143.01	119.93	138.55	137.60	115.05	153.60	154.35	124.69	150.06	134.51	33.94	81.07	153.18	329.54	123.16	108.90	91.90	114.33	118.55	90.95	123.44	163.68	134.27	111.39	94.35	149.02	126.32	126.13	166.29
QG37_05926	522	163.10	144.94	77.56	67.89	123.07	113.88	110.54	97.10	116.76	116.70	85.22	107.67	110.76	90.77	89.87	100.42	154.68	138.41	144.46	119.26	113.83	146.45	126.07	107.02	119.99	139.21	97.19	132.49	111.51	27.12	67.71	122.04	280.76	142.74	136.94	93.13	120.50	127.49	95.79	140.34	132.88	126.94	75.93	85.11	128.34	101.38	107.78	149.67
QG37_05927	1356	161.41	150.21	93.84	91.57	141.07	133.33	129.37	137.24	150.07	136.02	114.54	118.96	136.85	124.16	111.78	127.91	170.25	168.49	147.48	158.12	141.79	150.90	160.20	119.41	143.21	172.14	127.82	167.69	148.54	36.90	78.43	158.27	309.16	132.27	117.85	114.48	121.60	127.70	110.15	141.17	158.77	133.79	99.23	87.08	135.95	133.91	103.70	148.12
QG37_05928	657	137.44	124.82	64.29	58.12	126.02	109.96	113.03	108.06	116.70	117.69	89.13	113.16	119.48	92.57	81.84	92.17	140.76	127.44	120.35	106.49	111.23	112.83	105.96	83.61	106.10	141.19	78.83	121.26	111.33	25.14	58.95	106.97	295.27	113.26	88.63	82.32	91.88	102.27	90.45	99.35	118.80	114.13	78.49	87.38	108.62	117.42	97.99	163.72
QG37_05929	7392	168.05	166.19	97.99	83.36	145.85	149.97	137.71	148.22	151.29	149.23	118.13	121.88	138.27	116.72	120.97	134.68	174.90	179.49	156.21	154.00	142.78	136.98	151.99	117.26	140.71	177.53	115.68	168.71	135.48	37.95	79.67	153.75	310.38	137.07	128.81	112.64	122.64	126.00	106.72	132.34	160.05	141.17	98.52	100.78	129.71	124.95	111.41	161.66
QG37_05930	1248	164.71	142.46	101.67	79.25	149.10	144.59	127.35	139.58	136.99	145.43	113.05	122.56	126.91	127.64	109.67	124.00	175.28	166.05	156.88	152.65	137.31	141.06	150.00	117.04	133.53	186.97	107.94	160.21	126.12	30.08	79.38	148.03	310.73	125.95	120.42	102.06	120.85	105.32	104.86	137.70	153.94	140.26	105.75	104.57	124.65	126.78	98.47	144.18
QG37_05931	105	152.48	161.60	90.39	81.22	137.72	140.24	122.31	139.09	139.67	113.65	125.18	94.72	121.55	97.64	93.48	134.01	165.14	180.56	139.70	153.09	124.76	123.67	155.22	100.42	130.90	181.93	94.14	150.16	114.08	30.99	80.00	157.32	280.72	138.40	96.98	112.34	128.30	116.57	114.10	128.48	141.89	152.24	97.49	117.93	114.30	104.91	119.67	150.11
QG37_05932	687	155.78	146.30	85.66	72.60	122.74	132.28	142.26	133.92	147.57	105.28	117.77	101.07	139.10	97.01	101.84	125.05	149.33	170.43	140.24	146.50	113.85	124.68	138.16	100.47	147.89	138.66	96.60	148.85	112.54	31.78	78.88	149.08	297.34	125.08	112.28	87.89	98.61	125.76	83.17	119.40	129.62	112.38	86.50	89.44	120.91	104.94	89.28	138.77
QG37_05933	726	167.48	149.31	86.36	80.88	133.34	129.60	146.69	124.73	138.38	124.30	121.88	93.92	125.29	94.47	115.80	139.02	153.27	149.54	147.95	148.63	128.92	118.70	134.81	102.74	147.48	165.01	99.37	150.44	121.01	33.39	70.82	166.51	296.35	120.61	121.62	97.19	111.33	120.04	86.31	132.28	157.06	147.63	91.12	82.34	120.28	109.94	99.60	157.31
QG37_05934	1176	163.94	148.33	98.34	87.61	138.00	145.32	135.50	149.50	144.20	130.59	109.84	112.55	142.75	112.41	119.77	125.70	155.44	158.07	142.79	142.43	146.85	140.27	141.33	114.09	139.23	168.99	99.02	162.53	116.43	34.93	84.13	138.26	160.39	120.93	106.90	110.22	116.73	124.27	94.47	131.80	168.53	127.62	97.12	98.90	131.33	132.81	102.52	171.54
QG37_05935	1911	170.29	163.72	98.39	82.79	150.86	138.62	128.02	142.61	144.97	152.04	114.24	131.92	129.01	122.03	119.41	124.02	176.21	170.14	153.08	161.41	133.96	155.68	157.43	120.51	149.51	174.92	119.20	165.42	132.54	36.63	96.71	155.70	166.09	143.32	127.02	106.23	134.73	126.75	104.08	138.55	147.72	142.93	102.05	103.46	131.31	122.21	116.22	158.08
QG37_05936	807	150.83	141.21	95.77	89.92	131.77	141.76	121.52	123.92	141.89	135.39	102.83	117.14	117.73	100.63	110.95	109.80	158.35	168.99	146.82	140.80	125.77	141.90	123.05	102.79	143.04	161.55	109.45	140.61	134.52	38.11	79.02	139.76	154.64	128.47	129.21	104.41	119.73	115.87	113.36	119.24	148.68	143.86	92.11	90.61	142.70	128.46	94.16	142.55
QG37_05937	912	160.63	150.92	82.66	73.41	130.74	140.73	133.17	136.52	136.15	131.11	110.50	112.86	123.01	114.83	119.26	121.95	175.03	163.94	149.91	145.93	120.33	134.47	127.45	111.26	142.22	163.78	108.87	157.68	130.20	35.23	75.60	156.71	155.21	128.94	121.25	107.63	119.84	123.01	102.65	130.79	150.08	147.43	99.86	83.69	119.86	119.59	106.24	155.11
QG37_05938	912	150.07	147.92	100.61	74.36	122.52	123.77	122.50	123.70	132.84	112.79	105.46	111.69	125.91	118.77	107.92	129.15	146.98	161.07	137.89	127.84	139.13	123.42	133.19	117.81	131.80	169.90	110.94	139.26	110.58	34.04	78.62	138.33	170.67	125.21	122.68	96.43	120.40	127.45	90.49	135.53	138.61	145.64	94.77	84.65	125.17	104.72	106.00	134.96
QG37_05939	360	151.84	122.45	78.28	74.31	122.70	105.56	108.69	115.11	111.51	123.88	78.62	110.52	107.26	98.60	84.38	106.32	122.69	114.47	130.93	107.21	123.43	100.58	124.43	79.92	117.66	128.28	108.77	149.01	104.14	24.18	82.29	128.66	113.97	114.00	85.04	71.54	90.36	88.74	81.24	97.88	114.41	114.56	91.42	81.51	112.13	109.47	89.36	142.14
QG37_05940	873	123.48	131.67	71.09	60.57	119.71	122.22	121.18	119.70	147.03	129.94	95.39	109.12	118.54	99.59	99.22	117.16	144.30	157.15	134.06	129.85	127.76	111.87	114.53	108.00	128.39	140.20	108.13	135.79	124.87	33.42	68.78	121.26	141.68	111.40	106.84	84.39	113.07	114.57	82.47	110.60	136.40	126.71	84.56	81.19	109.77	107.83	109.35	142.35
QG37_05941	2037	153.77	147.07	82.54	83.95	121.36	133.77	128.28	127.62	134.13	123.97	102.70	107.92	121.82	101.96	106.68	121.40	155.59	172.70	133.55	135.73	122.78	133.82	146.54	109.89	130.45	155.73	110.95	143.35	129.63	29.45	81.40	142.72	152.46	128.68	124.63	91.07	117.93	110.13	97.16	133.27	157.47	142.14	101.64	92.91	129.81	111.32	113.02	139.53
QG37_05942	3048	142.37	136.15	83.62	86.01	127.07	125.27	124.66	130.80	140.25	126.92	98.83	104.88	111.04	105.18	115.06	125.08	150.05	163.94	142.51	133.53	122.15	135.70	140.60	103.72	129.08	151.98	109.95	139.39	120.30	31.73	75.56	134.62	145.71	127.60	116.70	101.26	112.43	115.00	94.26	127.36	152.61	139.14	96.48	98.13	123.48	116.27	102.76	144.38
QG37_05943	615	155.34	129.75	63.80	74.47	114.27	113.61	111.13	119.16	126.88	115.13	89.63	107.71	111.20	107.30	101.89	116.62	146.83	138.75	136.09	125.81	118.92	118.33	135.25	86.43	133.58	134.90	89.64	136.95	107.26	33.56	81.79	120.57	140.34	113.55	102.55	87.46	101.32	104.24	86.50	117.68	130.10	126.25	109.65	89.59	117.03	128.32	102.38	140.10
QG37_05944	3816	160.18	169.01	89.83	90.39	145.37	138.29	138.83	134.57	149.28	137.00	111.70	127.51	125.10	128.38	119.02	138.18	164.56	175.19	169.80	141.16	130.47	138.61	155.68	123.36	139.04	178.93	121.97	159.82	137.61	33.50	87.72	145.43	168.61	150.44	127.94	106.05	131.44	136.16	105.95	142.19	170.17	149.59	103.99	102.51	134.12	124.90	107.51	159.48
QG37_05945	1071	148.92	138.59	79.34	73.86	110.86	132.26	118.01	133.73	125.54	117.78	99.70	99.91	104.95	110.84	104.96	112.61	158.42	163.61	145.08	137.06	124.24	131.42	130.94	113.06	134.19	144.12	106.11	146.99	125.18	29.93	76.30	117.51	156.48	124.55	106.83	93.20	95.41	121.93	96.15	127.04	147.33	128.90	100.22	91.78	115.16	113.52	100.54	141.32
QG37_05946	576	136.65	135.94	81.32	62.58	127.01	138.58	120.91	129.77	129.67	121.61	97.17	108.33	117.88	98.91	100.77	131.35	124.88	165.63	145.49	115.32	130.92	128.95	132.72	111.62	123.20	164.90	110.52	135.91	141.22	68.33	102.59	137.66	145.37	125.90	122.32	93.61	112.70	121.63	82.05	123.62	144.56	122.93	93.88	94.96	127.26	141.95	119.43	151.03
QG37_05947	414	136.87	121.05	76.43	78.94	124.07	137.35	116.94	96.84	128.34	126.42	109.38	99.07	105.24	100.22	96.79	122.12	133.29	156.86	133.81	119.18	123.84	124.60	153.74	115.50	122.28	143.31	87.67	127.87	96.88	31.55	82.60	127.20	142.22	133.23	99.95	104.31	127.23	115.08	111.71	137.51	152.08	120.25	99.07	73.16	129.74	124.99	102.01	147.82
QG37_05948	426	129.20	117.47	61.86	79.09	117.27	125.73	115.71	121.04	129.03	112.02	108.87	116.32	127.29	113.84	114.91	119.91	156.32	161.44	140.69	126.42	119.59	132.40	131.11	108.38	142.38	158.08	109.71	123.61	132.80	29.29	90.90	133.63	163.66	163.26	134.66	99.46	116.67	126.04	115.09	122.25	154.72	127.56	98.46	90.65	119.09	95.22	102.67	137.02
QG37_05949	612	134.56	136.39	76.87	74.15	111.77	124.49	116.48	121.02	134.23	144.74	105.46	114.04	112.73	115.97	118.95	114.87	162.43	162.76	146.94	133.13	124.82	129.25	140.99	116.95	134.17	143.42	100.73	152.62	132.04	25.23	78.93	143.31	144.60	126.15	121.99	100.67	99.94	114.15	101.97	125.18	162.42	148.35	104.36	83.14	140.45	119.26	115.18	141.91
QG37_05950	2241	138.70	144.88	87.26	77.32	128.89	120.89	121.18	121.35	137.34	126.36	99.90	103.27	107.66	120.51	101.58	113.29	146.67	165.70	147.30	121.97	135.50	129.54	146.28	120.74	143.27	171.00	105.00	138.01	120.66	29.97	74.21	134.64	150.52	120.08	108.51	106.58	109.03	120.48	96.01	129.61	155.39	136.92	98.99	91.94	126.69	125.32	110.88	137.61
QG37_05951	408	106.96	114.11	48.97	48.56	86.12	71.99	89.56	70.02	85.45	95.38	65.54	69.50	81.29	70.57	76.49	80.55	98.75	106.53	110.11	86.19	84.83	81.54	96.14	75.84	104.43	93.50	81.07	104.05	64.35	24.22	44.68	93.16	114.12	87.01	90.42	54.75	78.51	91.15	70.87	83.85	100.24	88.47	63.42	79.43	100.05	96.99	78.53	133.47
QG37_05952	549	158.10	148.61	89.50	67.45	127.89	112.21	119.56	114.16	126.94	127.43	107.10	101.47	109.82	113.07	108.51	121.19	141.97	156.62	140.38	129.03	134.30	132.19	158.17	126.97	134.75	161.81	117.35	143.50	114.55	37.89	85.94	136.82	172.68	137.82	113.77	81.97	111.22	133.67	103.34	109.97	150.60	148.57	101.18	104.62	130.43	129.16	108.25	142.96
QG37_05953	180	132.57	144.82	94.25	58.41	116.78	110.82	106.46	108.09	119.41	135.82	99.18	104.96	94.02	115.68	105.14	109.93	124.71	129.24	146.20	120.28	115.74	123.34	156.23	104.87	121.65	145.34	107.95	140.83	109.19	28.46	84.51	135.24	133.80	116.93	104.21	78.40	105.37	117.71	106.55	122.48	141.70	135.17	113.63	93.43	122.46	129.58	95.77	161.07
QG37_05954	1188	126.72	133.57	72.41	74.55	114.09	114.50	115.25	113.64	123.77	108.91	91.87	102.71	98.33	107.15	87.44	111.18	148.41	148.42	135.12	117.90	112.04	113.46	148.02	101.32	124.51	147.98	103.97	134.57	104.29	35.81	77.54	129.24	140.81	116.87	113.32	91.79	103.41	119.44	90.54	130.38	152.09	125.06	99.31	75.64	115.65	126.07	96.37	143.40
QG37_05955	1338	122.26	119.06	69.89	69.66	108.54	104.42	115.96	106.99	123.95	101.79	88.38	92.96	102.14	95.57	92.40	112.30	129.12	140.01	113.70	112.03	109.75	106.82	129.49	96.02	108.01	134.59	91.14	113.51	84.11	35.49	68.09	117.42	134.71	110.23	104.71	87.79	97.75	106.09	90.25	103.82	129.77	119.02	89.87	80.62	100.48	105.86	93.42	131.53
QG37_05956	1452	142.63	144.01	84.55	72.39	131.27	132.95	113.12	105.86	134.89	119.46	98.93	105.27	106.00	102.69	114.85	125.05	161.69	154.63	142.00	123.09	134.59	120.70	152.16	108.76	133.90	164.87	114.00	150.92	128.00	30.12	83.46	134.42	153.77	115.46	130.25	104.26	115.47	124.48	98.23	126.58	138.07	151.63	92.06	101.29	115.30	113.40	110.73	147.97
QG37_05957	1617	111.96	105.59	68.28	59.40	101.37	84.06	91.93	93.50	104.20	90.18	83.71	75.62	80.78	85.03	102.73	110.93	129.11	135.45	116.16	103.59	101.29	108.23	114.12	94.00	101.28	132.86	87.43	109.84	83.35	28.80	63.86	110.71	111.51	97.76	110.32	80.59	89.52	101.01	80.98	106.27	118.34	109.27	71.42	74.12	98.96	101.15	79.77	139.42
QG37_05958	150	115.75	146.10	85.66	81.83	127.81	116.79	137.38	105.85	144.65	112.65	95.07	109.33	102.15	128.03	112.95	120.63	122.44	169.09	155.13	133.43	123.81	135.89	128.03	112.53	129.71	157.85	124.23	137.71	125.58	27.81	82.40	152.45	180.07	115.53	132.69	84.53	117.05	139.35	108.13	145.56	148.63	138.45	111.11	97.94	145.05	132.93	135.44	162.85
QG37_05959	93	140.15	159.20	93.86	75.56	140.82	130.60	134.97	131.77	166.91	128.03	117.47	127.86	129.35	111.75	118.20	106.65	153.29	142.00	169.63	119.16	126.12	152.19	144.45	131.22	148.38	157.70	138.28	155.80	107.43	44.47	75.55	160.34	188.00	151.46	147.02	105.54	128.82	145.16	113.43	135.19	163.94	166.90	103.04	96.44	144.90	116.68	113.76	184.57
QG37_05960	249	143.13	163.55	82.73	71.52	138.49	110.12	146.88	125.44	154.72	133.33	113.12	117.66	123.16	123.96	134.74	124.12	139.46	148.93	155.38	123.16	133.38	133.59	129.78	142.89	142.31	141.94	119.06	178.77	122.65	35.09	83.75	137.58	177.84	147.10	152.28	118.42	125.55	123.27	120.29	147.22	150.74	156.83	105.03	88.99	94.11	110.18	86.20	153.53
QG37_05961	114	120.82	117.60	68.96	55.40	99.78	88.75	114.85	89.87	117.14	112.72	83.58	91.66	103.21	102.87	105.58	93.57	117.25	119.40	136.23	104.85	110.15	105.51	99.37	108.04	97.39	106.08	97.55	124.48	115.23	24.13	61.63	112.17	139.42	120.94	116.38	86.81	106.53	110.63	97.51	107.29	127.12	125.82	102.85	42.32	37.68	48.83	42.92	74.58
QG37_05962	1092	129.69	130.66	73.09	65.36	114.16	102.41	104.34	109.25	116.75	122.97	87.32	102.77	105.47	99.66	96.21	117.49	136.44	150.35	109.86	108.42	111.01	114.59	125.59	101.40	128.60	143.69	90.40	130.12	113.61	20.03	72.53	142.64	135.33	111.40	118.54	82.21	101.48	107.74	100.49	115.20	143.95	128.10	106.10	93.18	121.08	99.01	96.87	149.01
QG37_05963	1341	130.23	134.51	77.99	70.44	114.22	111.15	103.02	119.64	124.63	106.68	91.26	98.83	103.76	96.94	106.10	107.32	115.56	139.57	120.33	112.67	112.39	106.65	121.35	100.76	121.16	153.04	99.38	138.80	98.21	34.35	84.89	135.66	136.47	110.92	114.11	87.81	117.49	101.46	90.12	119.34	131.66	124.02	95.87	94.90	119.17	107.28	114.91	148.12
QG37_05964	618	133.93	124.84	73.89	76.10	115.71	111.22	117.97	114.59	113.59	115.47	97.97	94.81	94.33	116.54	101.19	120.55	126.07	139.07	121.48	113.42	113.01	115.15	134.43	90.69	111.29	155.00	107.71	128.30	100.68	26.77	63.39	106.45	144.31	109.03	107.26	91.14	102.57	105.66	87.59	117.53	127.99	105.83	87.36	90.58	107.58	103.24	82.39	144.05
QG37_05965	957	104.65	122.09	64.34	68.39	100.95	110.92	105.89	107.09	121.53	106.90	78.54	87.12	91.86	102.14	90.63	109.35	129.93	133.84	130.59	110.67	99.62	103.52	118.25	100.20	113.61	119.52	85.91	117.85	95.11	27.20	66.28	114.23	131.13	116.36	95.36	85.71	111.73	107.32	89.72	103.25	126.47	106.46	77.32	76.04	100.23	108.52	93.48	139.66
QG37_05966	156	134.78	105.55	59.37	61.70	100.13	98.67	108.74	109.88	110.62	99.87	79.94	79.38	84.72	74.00	99.51	116.51	135.78	115.22	107.24	97.44	87.85	87.54	114.91	94.01	98.81	116.72	71.74	99.75	90.56	20.10	70.12	96.56	139.81	110.28	92.52	83.88	79.54	95.96	70.58	94.65	130.50	114.26	72.62	72.94	85.22	92.21	89.71	148.08
QG37_05967	120	152.30	114.91	63.20	69.47	84.29	94.80	110.36	102.14	114.72	100.09	78.90	78.39	76.12	71.56	90.81	113.30	130.67	119.71	113.08	91.48	78.22	95.71	108.99	101.38	133.44	120.22	72.46	100.36	92.08	21.37	79.13	106.64	103.98	107.66	77.81	74.78	76.67	86.25	65.97	84.04	111.37	106.18	63.86	80.54	112.91	88.72	87.72	134.03
QG37_05968	306	785.57	803.41	448.74	422.67	670.61	705.10	707.29	724.13	804.71	720.06	571.59	632.81	649.92	624.24	654.32	690.86	877.29	834.26	926.81	704.14	657.37	738.95	807.53	634.09	768.93	874.31	604.47	814.04	682.19	202.87	477.18	790.98	1390.57	905.68	720.19	612.49	744.41	831.89	607.19	852.95	859.50	863.37	653.50	587.92	771.92	763.68	681.13	1070.48
QG37_05969	69	10.99	45.16	23.93	19.51	29.87	36.13	43.91	34.19	40.90	39.30	35.70	40.23	30.68	25.72	30.80	34.49	50.39	37.13	62.23	38.81	29.77	27.87	48.12	27.71	44.83	48.09	33.09	45.43	39.16	14.51	33.42	37.14	22.38	42.96	26.38	27.07	31.04	38.10	34.48	36.61	41.23	40.01	34.23	44.97	52.22	46.03	38.61	65.96
QG37_05970	852	109.58	104.71	71.98	70.44	109.38	105.22	104.43	121.23	109.08	110.65	86.73	86.92	91.67	102.44	95.32	113.58	144.75	147.12	110.27	107.25	117.73	103.27	135.35	102.28	131.46	133.18	85.40	122.88	95.52	28.38	70.06	118.55	120.75	117.89	97.32	80.81	107.45	100.00	93.30	114.87	130.78	118.34	86.28	82.56	101.37	113.03	86.50	130.18
QG37_05971	522	131.20	124.02	78.91	78.75	135.46	105.92	115.98	126.54	123.80	121.36	99.98	102.08	106.94	103.98	99.92	122.13	145.38	168.70	136.98	131.95	118.59	134.94	151.44	100.02	128.61	146.64	109.73	141.14	116.49	34.73	83.70	122.43	145.26	126.07	125.72	99.80	110.37	131.22	94.67	137.53	130.15	135.92	87.30	100.41	110.12	109.88	106.43	140.48
QG37_05972	762	145.98	139.05	74.84	85.66	131.22	119.25	121.01	125.92	130.22	139.86	108.28	106.04	109.61	103.62	104.36	113.07	140.73	166.91	150.57	127.59	126.20	132.77	144.36	111.42	124.96	158.31	98.00	138.07	119.13	31.01	68.24	132.28	134.76	133.34	114.89	97.94	108.57	125.95	89.37	124.13	145.38	122.11	86.35	97.17	127.77	107.73	108.93	143.47
QG37_05973	1056	143.73	139.94	84.57	71.55	118.98	126.47	137.24	127.66	130.45	112.56	98.25	100.13	111.78	119.27	113.44	116.38	151.43	160.54	141.44	126.40	119.38	129.87	139.86	113.38	131.33	172.68	105.96	135.80	116.96	27.82	87.28	160.34	132.70	138.38	126.92	96.66	114.66	128.15	95.29	123.08	152.53	134.82	105.03	99.85	113.69	125.78	97.36	143.30
QG37_05974	198	144.46	137.64	65.83	66.06	110.68	113.49	111.48	103.68	127.17	108.77	80.10	94.13	100.36	89.48	116.46	110.37	140.08	155.47	135.34	116.22	131.37	125.02	129.11	95.31	126.31	149.44	92.05	142.52	101.10	28.22	81.26	108.40	140.26	128.12	115.85	73.55	97.27	114.29	88.06	103.04	157.08	123.69	79.48	87.85	106.05	102.58	99.57	131.90
QG37_05975	2355	134.10	120.68	74.06	78.76	117.76	118.57	108.29	114.29	124.43	115.11	90.76	105.13	104.53	100.81	97.90	111.62	151.53	143.24	133.15	112.68	117.19	124.43	125.16	100.38	117.14	142.60	103.13	131.85	104.77	34.50	72.12	121.21	134.74	113.16	108.07	88.01	105.70	100.07	97.83	121.26	122.92	127.82	89.66	89.99	116.73	107.52	107.38	146.57
QG37_05976	1236	129.39	148.38	88.34	81.90	118.81	122.81	133.59	123.37	139.37	116.77	98.09	102.73	113.68	124.21	102.04	114.53	148.48	150.28	151.34	144.45	121.26	130.73	129.61	113.96	128.56	154.38	116.50	132.31	112.67	33.11	83.41	128.36	139.43	116.35	120.00	102.11	112.06	118.34	96.91	131.36	148.92	137.46	111.45	106.32	132.98	117.73	99.26	150.94
QG37_05977	2178	149.67	147.70	88.00	78.01	130.24	126.42	127.18	135.90	142.82	123.66	108.29	98.93	121.96	110.08	110.14	126.02	155.11	165.11	153.32	135.18	130.34	132.39	149.34	109.07	122.82	161.70	115.57	163.02	125.72	37.57	81.49	130.41	156.05	128.08	119.55	98.12	108.69	112.54	105.79	136.87	158.30	139.19	103.51	89.93	126.89	121.15	107.57	143.93
QG37_05978	3057	132.73	126.56	77.34	73.53	122.41	127.34	109.15	124.48	126.77	111.43	95.07	106.51	108.37	110.57	105.64	114.04	147.52	153.77	137.63	125.37	115.02	120.49	129.88	102.06	124.89	150.27	102.11	136.44	102.04	26.78	80.26	122.60	137.37	118.01	111.19	90.65	102.10	118.22	97.26	120.07	149.09	126.89	98.91	94.63	115.82	114.93	107.90	139.53
QG37_05979	2145	126.51	135.48	74.06	68.40	118.36	113.54	108.19	124.08	138.40	119.61	90.36	99.13	107.69	113.09	102.49	117.69	135.31	132.96	130.42	109.61	115.95	119.49	123.77	107.09	123.77	138.15	101.07	125.83	107.56	28.66	70.87	130.73	141.94	117.29	109.55	85.73	104.62	116.12	97.99	115.57	137.87	122.52	92.32	88.45	112.19	107.59	101.16	137.52
QG37_05980	528	132.74	112.13	79.98	61.32	113.06	111.43	104.76	105.05	112.09	102.50	81.80	96.84	106.35	95.45	111.30	100.25	128.16	139.98	103.88	123.28	108.09	126.42	101.45	88.02	118.09	130.07	95.78	141.32	103.67	31.99	66.22	134.83	120.58	105.37	102.46	82.37	97.69	115.14	80.77	107.74	122.80	123.49	97.43	82.62	92.29	110.73	102.32	125.43
QG37_05981	1320	120.23	94.50	59.70	63.32	89.23	95.49	107.92	94.19	105.08	91.48	79.31	73.97	85.97	94.23	87.22	107.61	125.49	137.20	113.76	100.88	107.28	97.43	110.52	85.90	105.84	138.55	90.21	117.61	98.49	25.50	60.74	118.08	128.53	106.95	95.04	84.22	91.73	97.67	77.86	105.93	134.35	102.93	80.68	86.09	87.91	95.98	81.52	110.76
QG37_05982	585	104.78	109.42	73.20	61.20	107.16	103.02	101.49	124.96	125.17	100.64	82.91	79.20	93.73	114.13	89.01	111.70	129.03	141.62	104.88	109.96	107.02	116.57	122.19	87.85	109.88	131.94	92.29	118.52	86.31	27.17	67.14	117.54	129.23	111.03	96.40	93.81	103.63	107.83	79.60	105.33	135.70	110.72	77.36	77.19	110.53	88.96	87.70	127.08
QG37_05983	642	105.07	115.45	68.72	69.84	115.02	111.16	108.47	127.24	143.33	108.56	104.46	107.96	114.60	109.48	127.15	125.48	125.19	154.32	141.06	113.78	116.44	121.64	131.99	104.19	120.02	140.92	93.97	128.41	108.79	28.27	57.98	109.44	138.06	123.12	114.92	106.86	122.44	103.42	100.12	135.94	127.99	125.79	106.18	100.39	123.11	107.50	109.99	153.99
QG37_05984	855	128.07	128.96	82.81	70.35	120.64	119.87	108.41	124.00	119.38	104.30	104.05	85.79	99.64	111.53	102.35	132.62	129.85	135.83	128.68	97.10	128.57	118.19	129.65	107.24	113.84	132.63	100.92	118.47	103.90	28.00	63.72	113.02	143.70	117.52	97.27	89.54	85.68	104.11	90.39	113.58	126.91	122.98	87.62	74.99	93.31	91.51	88.76	134.79
QG37_05985	438	107.75	128.79	63.63	81.14	107.27	115.26	100.35	131.02	134.14	105.14	87.99	92.67	99.06	101.34	111.54	114.63	155.70	135.94	130.89	100.39	122.61	122.17	130.19	112.05	126.21	146.05	99.97	123.19	81.14	26.10	63.74	118.11	138.21	113.94	99.99	101.14	97.38	119.04	80.16	120.53	128.34	143.65	90.17	73.58	106.36	99.83	93.06	130.25
QG37_05986	1854	115.51	113.99	62.47	64.28	103.82	109.28	104.90	103.78	119.05	99.47	91.15	94.29	94.68	97.39	98.60	108.23	139.22	149.82	135.20	108.23	115.49	108.65	134.49	102.32	121.39	139.16	95.39	115.72	100.54	24.52	66.87	108.05	135.60	113.54	108.30	82.85	104.02	100.34	87.06	113.98	131.76	110.08	84.37	78.94	105.81	108.65	91.18	141.46
QG37_05987	1482	114.63	111.43	57.76	66.38	102.72	112.27	112.96	114.51	108.79	104.06	82.30	89.43	86.27	99.41	100.31	107.01	121.56	144.84	132.90	99.23	105.60	114.10	126.65	91.42	111.58	135.06	89.16	108.38	89.53	30.67	63.07	105.20	135.20	110.89	98.79	87.17	86.28	103.04	83.13	113.17	131.68	115.42	76.69	87.94	105.81	103.25	95.07	133.78
